customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,customer
7268.736958,24445,63,18,15,0,2,302.4,55014
2616.613903,72302,66,6,27,0,1,316.8,21307
3738.436222,27208,102,10,65,0,1,489.6,68252
2725.356404,36650,69,2,70,1,1,56.60333,92802
5453.861203,30855,68,7,15,0,7,259.060862,35268
6846.150323,0,95,13,20,0,5,456.0,62882
6172.914199,99960,76,19,83,0,4,364.8,42382
10346.32454,0,98,1,15,0,2,470.4,30554
6997.008618,55873,88,30,19,0,6,299.356083,57424
4196.257691,18052,111,5,71,0,1,699.1679,19243
7858.109763,28937,104,28,23,2,6,117.959654,82973
6064.343994,0,86,34,80,0,5,545.240341,71720
17497.52201,0,73,9,94,0,2,350.4,61223
8970.647312,12829,118,33,1,0,9,328.231432,62746
5923.117229,92163,73,3,79,0,6,66.568642,56711
35850.59935,17588,192,24,92,0,2,1382.4,77988
4331.460674,82302,106,11,92,0,1,722.178166,75891
13309.33517,0,127,19,40,0,2,609.6,97912
4528.50489,70340,113,5,56,0,1,542.4,87349
2791.906514,0,74,35,59,0,1,532.8,73065
8092.87696,50825,102,3,46,0,3,369.614729,74419
7996.00748,93459,99,9,85,0,5,655.41333,70175
5129.738992,86148,65,19,51,2,4,312.0,75098
5697.175238,27048,72,5,85,0,4,345.6,50283
9217.130629,73259,115,7,31,0,4,673.34265,64920
10208.92761,35482,129,21,59,0,3,619.2,34250
4170.687348,29462,107,28,23,1,1,513.6,46207
4505.405812,67801,115,12,45,1,1,23.810491,57176
3107.568648,0,94,34,59,4,1,451.2,94234
5528.664986,16042,73,33,58,0,9,350.4,90595
5045.866663,28056,64,32,41,1,8,307.2,26543
2962.722482,16495,85,25,75,3,1,408.0,86062
8665.956372,41163,108,11,66,0,3,231.922173,27730
11413.44115,0,161,3,71,1,9,772.8,55671
15488.43196,33799,109,28,52,3,2,664.980242,56878
6048.574243,0,61,17,71,3,2,292.8,80741
5934.741492,87747,147,3,87,1,1,46.492039,35618
3543.232138,35695,90,2,7,0,1,432.0,12347
3490.028304,90985,87,33,39,0,1,78.085149,55658
3683.099864,0,101,19,16,0,1,564.466556,12556
5989.773931,66839,154,33,24,0,1,739.2,73588
12500.84302,0,165,16,43,0,3,792.0,43034
8609.158215,79090,107,2,74,0,3,289.040734,13430
2497.45507,24825,64,34,44,0,1,155.938593,78849
7019.177186,26806,63,32,19,0,2,302.4,34764
5387.926265,56835,67,25,16,0,3,326.549425,90953
6165.557517,0,88,12,54,0,6,653.65668,47468
2730.20294,46135,69,12,68,0,1,103.935601,46064
5162.116944,0,73,21,87,0,4,809.532341,34917
7937.064822,22862,67,9,40,0,2,321.6,38192
8608.157233,21450,110,8,80,2,3,528.0,18983
2632.545795,95854,65,16,78,0,1,312.0,79912
7785.004214,44897,99,22,46,1,7,580.72531,39217
8255.76385,54040,103,14,88,0,4,59.987126,51402
4980.825042,53265,62,12,27,0,3,238.005074,19178
7457.237794,0,198,18,55,1,1,1577.674417,53785
12302.76244,43817,62,25,12,1,2,245.447622,85627
6862.508337,54780,88,22,72,3,5,135.26125,90378
9048.983447,0,119,9,8,0,3,571.2,56154
5548.031892,67798,69,1,78,0,9,331.2,55951
8312.681598,21442,118,32,84,0,3,566.4,28650
2389.980951,27615,62,19,18,1,1,297.6,55302
4458.113369,17622,65,1,36,1,3,312.0,79487
5295.741716,50200,135,23,98,0,1,637.063458,32616
3839.606117,0,112,3,51,2,1,537.6,41984
3731.504584,0,96,31,34,0,1,460.8,52266
2778.903705,73570,70,0,46,1,1,75.936096,27367
4016.541995,0,111,4,85,0,1,799.2,21724
8236.917193,0,106,11,15,0,6,603.058114,59143
2491.317024,36631,62,30,77,0,1,67.530904,22757
2908.875917,35895,73,11,51,0,1,312.921256,77649
4282.947971,40864,109,16,70,1,1,166.937747,82884
8341.623748,0,118,15,77,0,4,566.4,75652
5090.781344,93018,63,5,90,0,3,135.382194,58467
7366.1883,70014,62,6,4,0,2,17.742954,83666
2436.875126,48875,61,20,9,0,1,1.838367,29605
8852.688689,67969,74,11,14,0,2,197.776009,77607
23875.47675,0,108,8,55,0,2,612.102262,50606
5600.496541,68665,69,33,67,0,7,331.2,39723
4636.54647,26802,66,7,43,1,5,316.8,69743
7573.345057,0,110,6,37,0,6,1193.036154,96958
14696.63549,45345,125,0,73,0,2,600.0,92578
12298.6863,17101,113,1,88,0,2,542.4,50779
7724.840065,32051,193,4,40,1,1,926.4,68736
5946.670679,81139,74,22,69,0,3,392.6364,96537
8000.545061,63834,100,23,19,1,3,215.226476,68825
6457.560953,37548,81,12,9,0,3,160.598662,31456
7281.44014,0,69,28,28,3,2,371.803029,77787
2592.437797,72421,65,8,23,0,1,312.0,26837
4678.423394,83102,116,15,35,0,1,443.670399,92916
13869.92705,28432,118,1,59,0,2,612.300581,54906
8717.777831,83707,108,2,72,0,7,290.391526,77513
5233.986808,63259,65,25,14,0,7,316.795337,76891
4764.189722,0,67,18,73,0,8,405.527937,26888
2472.469209,63860,62,26,81,0,1,208.598246,74948
5608.316348,67176,72,20,90,0,9,345.6,86085
5505.057003,86132,68,30,10,0,3,301.437365,52697
2606.208503,28519,66,1,56,0,1,456.473115,41409
10481.94383,39102,88,11,98,0,2,152.338562,69005
3256.766388,0,89,17,56,0,1,491.755368,91716
30475.78048,97298,128,16,38,0,2,48.517439,70255
6364.902164,41986,84,25,31,2,5,430.375049,25383
9468.509337,0,88,6,47,0,2,633.6,18068
5631.451866,17291,73,3,25,0,5,350.4,45347
7780.999262,0,74,0,52,0,2,246.489123,19421
9816.528302,37256,62,15,7,0,2,128.969729,89091
7519.133631,96306,95,12,17,1,6,185.355353,11951
10179.71704,14290,271,20,40,0,1,1300.8,18770
2772.839235,37038,71,6,97,1,1,9.071305,49085
4037.501846,90760,103,5,7,2,1,133.475315,84194
21435.87782,20668,188,34,54,3,2,902.4,62071
2676.867914,54480,67,19,91,0,1,321.6,67738
2523.959554,16244,68,4,85,0,1,623.223617,95829
6988.401604,22436,89,24,21,0,3,427.2,75522
2695.963857,25544,68,18,30,0,1,326.4,27571
2673.319593,28728,67,8,10,0,1,321.6,30771
12157.32992,57449,103,6,28,0,2,494.4,65569
2957.764017,83318,73,21,42,0,1,211.336937,50051
7433.820995,55561,63,2,79,0,2,227.872071,62080
3099.538005,0,102,18,32,5,1,862.762957,41698
8415.684559,55308,107,17,74,0,6,513.6,18774
26843.12452,36068,97,0,10,0,2,113.367765,69469
13057.17071,48804,112,1,4,1,2,537.6,23147
9599.950239,0,131,6,52,0,6,943.2,68844
8535.108918,55790,111,4,40,0,9,117.672722,42026
8293.481886,70258,69,20,65,0,2,225.145949,16530
6846.150323,0,95,13,20,0,5,456.0,91579
6636.859781,47274,83,32,26,1,5,182.432565,23685
5802.83547,0,78,27,10,0,8,644.755653,18419
5077.320916,0,73,26,84,0,3,525.6,78084
12427.39371,15818,107,24,99,0,2,333.886816,40671
10990.59477,44552,137,7,42,0,3,311.103582,34438
3435.25008,64348,86,25,18,0,1,212.391975,25655
6624.61183,0,62,27,53,0,2,297.6,45101
5757.442258,88997,72,9,71,0,3,174.041566,93539
2691.568951,77411,67,30,63,0,1,257.900458,80424
2886.451602,10312,78,10,63,0,1,486.278557,46882
5341.438779,0,72,4,11,1,7,345.6,41146
4160.018087,96263,103,5,5,0,1,1.924709,60799
2846.24535,28919,72,18,11,0,1,518.4,29808
4770.256564,0,68,2,28,1,4,326.4,59521
5059.616223,41869,64,5,52,0,6,262.12205,66579
9095.744565,0,128,5,76,0,8,921.6,14209
2688.863963,32808,68,1,88,1,1,541.695658,50963
8277.637562,79780,68,11,58,0,2,326.4,40701
9057.935331,91025,112,26,37,0,9,327.682669,98451
3801.750407,33043,95,15,90,0,1,456.0,52648
9339.341599,69442,118,26,6,3,3,1265.570302,32510
2520.12318,0,70,18,47,0,1,63.043197,27780
4984.095342,0,70,25,48,0,9,336.0,95240
2595.747991,47234,65,11,34,0,1,15.631363,59129
7437.693335,86863,92,27,26,0,3,441.6,70851
14536.78759,25805,66,25,0,2,2,375.866091,19162
5913.305869,43676,76,19,7,0,3,364.8,59005
2771.663013,59855,74,30,82,4,1,355.2,71163
29194.36639,35296,126,19,11,0,2,452.616872,35676
9880.38582,36576,125,11,73,1,3,113.450122,44621
15114.40241,28513,100,4,22,1,2,480.0,33419
5759.91084,85448,72,16,76,0,3,16.03451,44948
8495.164213,23791,110,11,71,3,7,615.27228,36983
4381.184212,20597,112,31,46,0,1,615.256301,87264
6997.827397,56940,87,11,10,0,9,512.66245,99001
11430.58845,93210,71,35,62,0,2,74.523935,95530
7482.486135,48992,94,30,0,1,7,426.072946,97871
8596.916624,53736,71,2,20,0,2,169.287785,23708
7854.960831,25378,66,22,32,1,2,419.464143,63188
2582.408525,76731,64,2,68,0,1,201.455005,82219
2275.363967,0,64,11,85,0,1,662.69318,33195
4118.588554,69379,103,14,79,0,1,494.4,46783
12157.32992,57449,103,6,28,0,2,494.4,94434
5152.819636,0,68,7,31,0,7,326.4,82355
6512.976472,0,93,30,70,0,6,669.6,26340
27789.69235,33806,89,32,59,0,2,395.729716,61299
4191.966092,77048,103,20,41,0,1,141.199465,64580
10928.40709,74965,90,20,93,0,2,58.557552,50337
7615.381271,34095,63,5,99,0,2,302.4,20375
2004.350666,0,66,16,35,4,1,316.8,72155
2434.681155,96045,61,24,35,0,1,8.582971,76159
14195.36028,86355,118,27,86,0,2,285.418473,15419
9427.684903,27824,118,32,9,0,8,566.4,74776
11982.42085,42995,101,10,22,0,2,410.508316,82233
3102.789546,21235,79,18,56,0,1,244.23135,72737
4222.631209,74585,106,1,49,0,1,218.598065,59828
4023.814439,41833,103,28,43,0,1,643.826716,15548
5297.151805,23908,70,18,57,0,4,336.0,61304
21423.63723,0,65,9,31,0,2,312.0,44139
4416.206243,61953,113,5,63,0,1,497.047297,94425
4639.035171,0,142,5,87,0,1,1022.4,54878
4863.544585,0,137,25,45,0,1,657.6,57282
25830.90982,73760,107,16,3,1,2,230.245772,37953
2974.314896,23333,74,8,43,0,1,5.622751,64922
2064.458781,0,61,6,30,0,1,292.8,65572
10064.60828,20440,128,11,54,2,9,614.4,50325
5500.01251,86073,136,3,32,0,1,333.5671,53505
5489.214062,50943,139,18,14,0,1,667.2,59823
2612.756658,19003,71,29,21,0,1,34.651305,79169
8573.463947,46703,108,0,48,0,6,678.100487,38127
24127.50402,14072,71,13,3,0,2,511.2,42145
8550.386579,21733,73,17,37,0,2,525.6,33477
2308.648034,20811,61,33,61,0,1,292.8,53167
4254.620669,11904,61,34,11,2,3,292.8,77789
8982.850377,43490,114,24,63,4,6,174.588413,33445
7868.165983,57340,67,7,19,0,2,159.391681,17836
7704.248723,49088,97,4,46,0,3,698.4,43228
10552.16999,47761,131,2,54,0,6,232.711071,11622
11681.37428,70930,99,2,21,0,2,190.43446,79499
8737.837514,61281,110,7,16,0,7,79.865605,88044
5454.890731,0,82,4,77,1,3,393.6,80525
7705.283329,25290,66,0,4,0,2,382.085897,16250
7039.262387,24239,88,25,5,0,8,48.348319,41872
8838.085637,82664,114,24,10,3,9,133.425609,85743
8733.527338,83210,110,0,25,0,3,528.0,71959
9597.474777,38736,81,7,35,0,2,561.414794,83663
4506.660224,0,66,0,10,0,9,316.8,43119
17857.97233,55437,64,5,78,1,2,445.287788,24214
4737.871725,0,130,0,93,0,1,23.820158,95276
5426.136238,0,71,33,83,0,3,407.99684,55391
7998.143771,29066,100,13,51,0,3,844.229478,62398
2897.620704,54337,72,27,7,0,1,345.6,19949
11599.50219,67616,96,25,17,0,2,340.306584,92343
15147.93055,41082,63,23,94,0,2,106.647493,68556
5435.767832,0,73,12,71,0,4,626.116259,11876
2725.356404,36650,69,2,70,1,1,56.60333,64251
13297.71225,50631,112,19,12,4,2,784.65781,34957
9927.049694,19592,92,31,63,0,2,441.6,18756
17771.54902,0,114,30,1,0,2,547.2,23850
18269.27017,55761,115,22,73,0,2,86.27772,65521
2722.210707,17576,71,29,70,0,1,398.502948,19449
7083.212357,41449,89,15,45,0,5,63.516572,70027
10179.71704,14290,271,20,40,0,1,1300.8,47320
5889.509098,62007,73,4,7,0,3,120.015609,64733
15771.39342,21921,206,14,44,0,3,1254.137899,59472
5288.173294,42621,66,8,3,0,3,316.8,94242
27580.55396,0,87,16,41,1,2,417.6,15398
7778.532347,63786,196,30,81,0,1,798.002689,25683
7341.861257,0,104,1,48,3,7,82.041684,73754
7919.197048,82877,99,8,89,1,3,22.819088,71942
2163.870179,0,63,0,75,0,1,302.4,72195
9787.808819,10475,88,13,81,1,2,422.4,99152
5207.640754,21952,66,20,31,0,6,316.8,19439
21147.27716,49721,132,18,49,0,2,639.971388,76175
12280.76661,88340,102,16,1,0,2,489.6,45383
2441.394244,0,65,7,28,0,1,312.0,38956
6535.560574,0,65,14,62,0,2,468.0,41301
9206.598256,24589,82,33,39,0,2,511.497882,62503
4118.588554,69379,103,14,79,0,1,494.4,16884
4838.208972,73769,61,24,95,2,3,239.540223,58480
4625.548098,66670,114,23,6,0,1,518.180364,39326
14042.103,88854,118,6,50,0,2,715.252366,18507
7546.613549,31266,193,6,79,0,1,926.4,91340
2514.59196,43860,65,15,58,0,1,156.124914,16280
5170.358435,89284,133,4,62,2,1,402.070719,71731
13917.37715,67267,89,31,10,0,2,94.814032,24631
11318.13083,79270,95,28,61,3,2,456.0,34689
4276.363627,36692,109,1,6,1,1,523.2,65829
4322.240343,0,119,0,37,0,1,571.2,12077
8002.308333,0,107,3,65,0,3,513.6,65373
3885.456401,0,105,3,92,0,1,504.0,35059
4471.778239,0,135,8,14,0,1,972.0,38160
8496.352846,44624,71,10,79,1,2,73.883044,15160
22500.88348,0,71,1,23,0,2,340.8,79030
16301.9676,19614,85,21,32,0,2,574.024018,19512
2319.735908,0,64,31,53,0,1,632.715382,13577
8717.049833,83846,74,22,94,3,2,355.2,97929
2860.111745,51159,72,4,61,0,1,4.238626,20683
2453.408288,83772,62,13,76,0,1,42.248087,75497
5989.773931,66839,154,33,24,0,1,739.2,60110
24980.22553,88440,70,19,30,0,2,27.145151,36521
7482.639506,25666,63,7,30,2,2,270.002766,33568
2457.576007,52926,61,2,92,0,1,292.8,17878
2379.741171,0,67,16,90,0,1,494.946438,83562
8286.964421,40001,70,26,7,0,2,142.567008,97539
2393.915369,0,70,24,10,0,1,425.266308,29889
4657.159469,18024,65,13,1,0,3,312.0,33320
13197.92893,0,68,19,2,3,2,326.4,81258
2803.916726,23220,74,3,73,0,1,251.334247,56352
8646.504109,64125,108,3,44,0,3,369.818708,27048
7425.870642,58042,62,14,88,0,2,161.419528,38865
4528.737362,90034,112,5,86,0,1,537.6,89139
2227.072755,27972,61,7,38,0,1,292.8,14484
7292.948758,0,65,6,45,0,2,312.0,57556
3184.355246,50989,80,3,11,0,1,255.999709,31235
11315.20373,11885,101,18,39,0,2,484.8,45726
2530.705137,89451,63,11,2,0,1,61.769564,25094
18361.55525,0,182,3,56,0,2,1310.4,56110
8641.530036,78904,109,10,38,0,9,250.001424,36233
3278.53188,70247,83,13,19,1,1,141.799422,86243
5271.982116,32653,67,4,25,0,9,321.6,29763
3763.637743,93595,97,15,30,4,1,49.797016,83377
13955.56961,90279,115,7,64,0,2,372.175592,90898
5001.527484,0,72,3,56,0,3,542.14385,77248
7082.830426,53310,189,26,33,3,1,1360.8,33258
7619.482766,0,105,5,42,0,5,504.0,79745
12550.88198,22234,160,0,92,0,3,768.0,79886
32196.60037,91375,99,22,89,0,2,72.632934,92440
6793.77405,22250,86,10,36,0,3,720.601429,85980
5272.319663,0,80,9,69,0,7,576.0,74621
6265.343299,0,84,18,25,1,4,481.025786,71732
8547.586142,51179,71,10,25,0,2,466.176731,79010
2787.423683,38667,72,8,67,0,1,159.266473,61723
4626.801093,79487,114,20,87,0,1,547.2,55411
8663.363959,67763,107,28,10,2,9,41.283167,10720
3872.222217,0,62,8,81,2,6,503.808329,30838
5170.811494,0,71,5,20,0,5,859.599411,58476
8960.280213,71943,112,8,51,0,4,305.653785,69346
5471.83429,53526,68,27,69,0,4,278.902846,76657
34931.00171,35005,295,14,46,0,2,1416.0,89016
2620.392335,24721,67,3,76,0,1,139.963594,28821
19069.49954,0,102,29,72,2,2,734.4,51200
5757.442258,88997,72,9,71,0,3,174.041566,44587
40224.01359,48587,111,7,14,0,2,532.8,91922
2701.488341,76310,67,1,33,0,1,321.6,99303
3712.430479,73205,92,9,18,0,1,37.299865,67546
21850.84002,51056,78,27,86,0,2,95.816516,79253
7840.165778,58414,210,7,24,2,1,1008.0,98247
8237.037945,23940,107,13,34,0,7,513.6,67546
2243.473907,0,62,26,18,0,1,446.4,19087
8434.464067,44216,71,24,36,0,2,72.205362,95716
2227.072755,27972,61,7,38,0,1,292.8,62634
5170.025981,0,69,27,48,0,9,331.2,67581
2641.446062,29305,66,1,38,0,1,475.2,16059
2790.682957,53882,69,14,33,0,1,331.2,51254
2745.129849,91757,69,29,58,1,1,331.2,42344
7579.532717,33906,64,25,49,0,2,401.592109,35238
10978.78028,68158,139,28,87,1,4,253.183568,82674
8255.060054,0,134,24,86,3,5,643.2,85244
4747.734642,42165,123,22,66,0,1,799.673766,28132
3540.90425,0,101,24,11,0,1,727.2,25678
3436.134281,30817,88,25,43,0,1,91.834668,26512
2582.185301,68074,65,12,62,0,1,27.987867,69153
44771.29936,0,131,20,59,0,2,842.391832,31813
7396.283653,71135,92,11,64,1,3,270.563995,41715
4330.799785,0,61,30,35,0,3,292.8,15857
9075.768214,37722,116,8,23,0,8,158.077504,69363
14635.45158,0,139,5,56,0,2,667.2,30295
5609.082494,44705,71,21,63,0,6,148.173152,62267
11565.68747,64642,96,3,79,0,2,404.265696,59519
2771.045031,50071,71,3,32,0,1,18.918935,93025
8507.128824,46754,106,5,70,1,9,513.818403,94262
7582.113842,64801,64,23,19,0,2,268.471802,30615
3323.092454,70410,83,25,13,0,1,131.828507,40060
5234.331741,66957,131,31,4,1,1,628.8,32872
24709.59957,24213,78,11,28,1,2,374.4,46418
3123.080994,0,101,1,83,4,1,960.115399,96866
2551.226692,79751,63,15,67,0,1,392.235698,75855
7247.713672,86122,182,33,54,1,1,873.6,41876
4538.847818,82297,116,5,62,0,1,0.382107,21042
2687.314108,82210,68,33,46,4,1,51.961915,22360
8730.421977,43259,73,12,18,0,2,350.4,46984
8332.730557,0,79,7,72,0,2,379.2,58047
2357.747015,25064,62,17,34,0,1,297.6,85014
4637.164036,25816,119,18,63,0,1,571.2,88219
5357.192698,0,73,14,74,0,8,350.853987,98729
5391.970996,41662,69,27,73,0,6,217.973168,82822
3694.140498,96170,92,8,86,0,1,441.6,49933
5040.412436,46072,64,0,61,0,4,25.934064,16387
27495.42188,37931,99,8,31,0,2,475.2,96748
4842.284965,35127,62,9,21,0,5,297.6,98684
2678.058299,72450,66,21,58,0,1,84.218363,39588
5227.101938,93087,131,14,25,3,1,628.8,74502
2590.096027,22398,67,23,76,2,1,321.6,56968
10536.07798,92983,87,9,77,1,2,153.205591,36896
8581.278701,27689,239,0,72,2,1,2893.239678,65376
9463.113263,69654,118,10,50,0,7,629.532731,34660
13441.00637,80744,111,15,19,0,2,361.284757,29295
3886.504807,0,112,13,59,0,1,1185.988301,87930
6784.89369,0,64,7,5,1,2,460.8,36360
23594.6802,76358,66,25,3,0,2,86.461582,35050
2538.62632,18608,71,13,24,0,1,340.8,97379
5639.941974,73168,70,21,50,0,3,425.800112,57294
2459.171724,21190,65,24,68,2,1,312.0,74984
2667.270014,94041,66,14,11,0,1,159.756733,31066
13778.36933,91474,113,9,99,0,2,24.087774,20444
4923.18169,61469,63,16,65,5,3,302.4,58110
2272.335352,16618,62,0,40,0,1,219.288706,91635
14895.39798,48081,188,31,12,0,5,881.360959,82603
9756.044954,67632,121,0,44,0,4,26.951627,82067
9422.974113,34115,119,6,73,0,6,466.122541,94676
3837.357574,23051,99,31,86,0,1,475.2,53417
10952.13189,23748,99,0,24,0,2,607.095655,54795
8159.136579,40589,69,23,68,0,2,331.2,78170
19480.49981,50809,83,29,58,0,2,290.381707,55883
3919.366722,66676,97,0,40,0,1,558.099357,72420
7985.14214,52339,70,7,55,3,2,336.0,15104
12168.74492,14973,115,2,75,0,2,828.0,13282
5849.321498,0,83,2,47,0,4,540.514115,85890
5085.836595,31546,65,4,83,0,9,100.049832,62668
2903.939763,67763,73,17,69,1,1,59.861963,96740
31162.6933,83170,97,0,53,0,2,344.118069,55306
3086.873854,19464,84,10,94,1,1,871.505797,78441
5178.704151,66943,65,33,10,1,7,53.084753,62891
14024.35839,81872,115,10,55,0,2,256.43803,20423
10640.93932,50450,90,11,68,0,2,135.892444,57481
4949.803822,21342,62,34,72,0,3,74.350893,67971
8595.665294,34621,108,21,32,1,8,621.464468,31377
22951.892,62396,64,13,18,0,2,307.2,10247
3792.13031,97212,93,28,61,0,1,360.05589,73696
2755.747968,49648,70,0,23,0,1,65.954813,19699
4880.339614,97984,61,1,36,1,5,407.450118,40732
9051.905275,26308,114,10,30,0,3,547.2,76207
10115.44622,63528,256,15,23,0,1,1228.8,59303
8269.075366,20225,114,27,64,1,6,547.2,41393
8071.65295,0,112,3,84,0,7,806.4,86948
7726.993623,87620,64,3,15,0,2,24.063693,10888
8311.1359,0,72,22,79,0,2,311.329282,19543
2574.020376,34990,65,23,73,0,1,42.689135,15133
5727.327124,99934,71,9,12,0,3,460.323855,43550
5441.42013,85702,67,9,74,0,6,249.085887,69858
2744.519593,94648,69,19,64,0,1,331.2,68983
5636.740347,24516,71,11,23,0,8,300.607591,78576
16870.3882,61063,85,21,4,0,2,262.504882,11381
2738.001957,0,74,27,91,0,1,263.365432,39271
4644.700497,0,64,23,71,0,6,307.2,18278
4746.686506,15169,63,34,15,0,3,302.4,30559
16874.32815,55390,71,34,29,0,2,256.268091,41106
2387.60606,27592,62,6,29,0,1,297.6,88847
2504.907557,88264,62,8,34,0,1,297.6,48903
4591.625938,83297,113,6,28,0,1,542.4,62797
13092.58578,0,188,35,82,0,7,1353.6,73220
9112.266649,0,90,21,21,0,2,432.0,62633
4165.166581,55897,104,33,5,0,1,499.2,36986
2659.980563,21297,71,26,56,0,1,45.507952,53904
11986.59212,87560,98,4,86,1,2,470.4,71604
2898.732747,0,96,5,7,4,1,691.2,10493
2894.243869,0,85,3,53,0,1,408.0,97989
3500.454354,89398,86,5,57,0,1,82.409922,39856
2621.808611,36843,68,12,11,3,1,357.642982,51897
10221.80504,0,134,23,16,0,4,643.2,89253
2578.270957,34946,65,30,63,0,1,420.35698,91403
6242.595729,75680,78,27,6,0,6,136.787725,15435
5220.280968,0,69,23,13,0,7,331.2,55002
9075.768214,37722,116,8,23,0,8,158.077504,29408
4525.365839,10269,65,12,5,0,3,170.798204,37063
4970.357298,49714,63,29,64,3,4,266.165535,87946
15467.78904,77517,129,19,20,0,2,98.921782,60627
5838.89915,81082,73,5,85,0,4,281.295903,34903
10656.88195,72540,88,7,3,0,2,631.743039,51368
2289.618736,0,65,8,58,0,1,468.0,26102
5439.804227,61546,68,4,27,0,3,29.209521,45753
7956.150059,44818,67,25,41,1,2,136.883999,79904
4458.113369,17622,65,1,36,1,3,312.0,49075
2555.051532,0,72,14,24,0,1,518.4,97676
3307.99904,79797,84,27,46,0,1,31.755601,63462
5041.29961,36234,63,0,44,0,5,113.534474,40465
13350.1209,28919,173,5,88,0,3,830.4,24501
4931.221348,0,68,6,93,0,8,480.159011,78274
7776.835189,63568,65,19,5,0,2,390.792553,56153
2553.672212,73935,64,13,29,1,1,72.071195,20737
4876.469668,0,66,15,56,0,3,316.8,43114
9034.305834,18846,115,16,84,0,3,552.0,15567
8105.910755,38893,103,19,40,0,9,41.965252,88637
5619.689084,0,153,25,5,0,1,1027.000029,88986
15727.13063,84824,196,7,4,0,9,319.820747,88577
6618.016423,20068,86,8,28,0,3,411.011162,49052
4670.047979,0,125,21,34,0,1,600.0,17826
10169.36981,0,135,32,61,0,8,648.0,91503
8323.073985,97245,70,29,29,0,2,4.110585,32183
2417.759961,51808,61,3,12,1,1,351.149904,90681
8044.872393,71391,67,29,39,0,2,284.000172,96592
5325.724541,0,73,17,44,0,7,496.474767,23134
6947.524013,0,100,5,54,0,7,925.137143,69081
5847.415237,23496,77,17,88,0,8,13.164097,90871
2584.203924,22562,65,4,81,0,1,312.0,15221
4724.786102,23986,119,31,3,0,1,463.335061,77686
2790.227993,22974,71,0,8,0,1,180.667969,77827
21531.33284,0,101,21,35,0,2,484.8,18988
12622.83268,61844,106,19,74,0,2,508.8,92884
20171.96154,24804,73,19,98,0,2,350.4,73503
16464.36587,27760,104,13,71,0,2,302.764283,97964
5595.389905,74454,71,25,29,0,3,340.8,30351
4170.687348,29462,107,28,23,1,1,513.6,55726
2665.447079,52266,68,14,98,0,1,141.922839,88305
7098.91414,0,70,18,99,0,2,349.783046,53809
3971.345097,23599,103,20,46,0,1,494.4,32120
5528.212807,36088,72,16,31,0,9,345.6,80807
8338.995787,70534,104,31,71,0,3,54.065538,55677
38445.85587,27398,125,4,71,1,2,600.0,15684
5448.555219,85296,68,15,47,0,6,342.515136,50567
10808.06597,31063,92,20,19,0,2,441.6,31611
6185.09653,0,92,8,28,0,3,1027.177255,37375
3208.225911,52367,81,25,64,0,1,275.989978,21017
